50
15
75;360;92;283;37;126;356;254;309;167;56;74;55;323;76;169;181;102;131;242;155;196;138;60;170;200;173;106;115;324;152;322;209;339;68;120;35;130;228;40;245;381;194;249;211;375;251;284;74;65
0;0;0;706;0;0;745;888;1074;1123;853;0;736;1136;1022;954;0;0;0;0;811;0;728;959;882;0;740;751;735;942;0;0;894;0;0;816;0;906;0;0;833;0;0;942;0;852;0;1125;0;0
964;944;933;0;1164;0;1157;0;1131;937;0;1054;1048;1142;1125;716;1109;0;1164;0;1078;793;0;1157;1026;1124;706;717;0;0;952;890;0;958;861;805;0;0;0;0;1193;729;914;1112;0;0;0;1029;742;0
733;1049;0;864;752;0;1198;783;1171;0;0;844;957;870;1144;0;1157;0;0;1050;819;1025;1075;1114;904;0;0;0;0;1185;808;1007;0;1149;0;821;847;0;717;936;0;973;807;780;953;0;753;1056;987;0
0;860;0;786;0;1137;0;0;925;823;1124;996;1096;0;1043;863;720;1158;0;847;0;0;0;0;908;1057;899;968;1002;1012;1024;711;0;1147;786;1080;787;722;1061;0;1040;0;747;0;1187;0;0;1147;0;0
1153;1081;888;0;0;865;0;868;0;858;0;845;0;0;0;0;1191;1046;1172;0;0;0;0;0;0;0;0;0;0;0;931;1064;943;0;1127;1193;910;0;803;0;0;0;0;0;1083;0;927;849;840;863
0;913;0;949;0;1000;0;874;795;0;809;728;0;0;0;1077;0;999;991;1114;1059;1089;848;0;741;0;0;949;0;1039;765;0;1019;882;806;724;0;0;1128;862;0;1161;999;807;0;787;729;980;986;0
775;0;0;810;1108;0;0;1091;1078;1027;1102;0;813;0;1143;0;1119;0;0;1024;1115;759;997;0;951;0;1104;748;0;0;898;1149;1087;728;888;723;1164;729;0;963;0;931;0;1167;1179;1181;0;0;1183;903
1021;868;0;715;0;0;915;807;0;1019;764;0;0;0;997;736;855;0;954;0;1028;0;0;721;758;0;0;988;1185;1197;0;1148;0;1118;0;0;0;0;954;1137;0;850;0;1034;752;1172;0;1165;0;991
841;0;0;873;914;0;1082;940;0;963;910;0;0;1188;790;1053;0;830;966;0;1157;0;1146;1153;0;743;897;897;0;956;950;787;1122;1014;1023;0;1099;0;739;0;1092;0;0;0;1197;1135;0;1000;0;1151
0;0;1022;808;0;0;1019;0;863;0;0;703;1189;0;755;0;0;924;0;815;777;1164;1104;733;0;0;714;0;1023;1032;1028;0;0;0;0;1061;1032;762;1101;891;0;809;1020;0;981;730;700;722;833;764
735;0;1158;924;964;1120;0;976;866;925;0;704;1005;872;0;1189;0;0;885;1126;0;0;0;1095;1067;793;0;1143;825;999;0;1175;898;0;770;893;1015;1187;0;724;976;719;1045;866;931;1186;824;0;0;0
0;0;1054;854;0;0;739;1010;0;1065;0;965;0;0;0;0;0;1157;0;0;0;0;965;0;845;775;1157;859;0;0;0;932;0;905;895;1117;0;0;1039;885;860;0;772;0;1075;1033;1123;992;868;1083
844;0;0;721;0;1032;0;0;0;1090;1011;0;1116;712;1138;867;1168;1041;0;821;1168;789;0;0;881;0;0;900;0;0;1174;826;1075;859;960;1194;809;1116;1189;0;753;930;0;0;0;0;1175;835;846;959
1057;936;0;0;0;0;847;0;0;0;877;778;1067;1110;0;1053;1002;1077;1188;0;1172;1187;1034;0;0;958;964;874;0;724;933;926;0;1084;1060;0;887;995;919;800;0;774;889;1169;1116;0;1163;0;1072;0
1148;1051;1044;0;761;753;0;0;0;1163;0;1040;714;999;0;0;772;1084;1046;0;941;0;1012;1029;1063;0;0;0;721;0;1059;866;1156;861;914;1139;948;0;0;766;990;0;949;0;940;0;0;1162;953;831
