50
15
47;192;178;124;58;346;172;215;39;187;194;276;179;287;108;74;299;119;334;382;161;293;38;96;224;124;185;237;128;54;269;341;181;211;153;73;274;188;161;83;227;305;118;353;200;45;42;71;341;68
0;0;1123;1067;0;0;0;0;1075;0;769;747;0;774;827;0;0;1013;0;0;906;753;1006;1072;1044;710;836;728;922;0;729;1024;797;780;0;0;0;0;907;848;851;0;0;0;0;0;1094;0;0;0
1137;793;0;0;977;0;1160;0;0;0;0;1125;896;1005;1094;0;797;955;0;1155;954;1181;963;1164;0;0;1095;1092;0;0;753;1056;1046;0;1073;1045;0;817;1085;0;738;1092;0;1042;0;0;0;0;1132;1091
0;715;0;933;952;0;751;988;0;0;1071;911;946;1120;1085;0;729;0;0;0;1080;928;1148;0;0;0;1084;803;0;0;1100;1127;0;1147;0;1184;0;996;0;1043;0;0;936;0;0;1174;0;0;921;886
0;1077;0;957;0;0;755;772;1103;0;0;0;0;0;0;1106;0;1054;0;737;0;829;1030;0;0;776;1174;0;0;1034;999;0;765;0;800;784;1131;0;0;720;0;941;0;795;0;732;891;1003;0;984
1081;1148;0;705;878;715;927;0;934;0;941;0;0;721;0;911;0;726;0;759;1164;0;0;714;0;0;0;705;0;0;0;0;783;0;0;0;878;764;0;808;0;912;886;915;0;1051;0;920;0;0
0;851;0;0;0;1115;1002;0;818;871;1134;703;1011;0;0;873;1164;945;0;937;0;963;1134;0;982;0;0;0;905;0;0;0;1096;1055;968;738;716;1052;0;1126;0;1168;0;0;946;0;807;0;886;1079
0;0;1078;0;1094;1060;0;1068;0;0;0;0;979;0;1199;842;0;1143;0;871;0;0;0;0;0;0;0;810;875;0;0;0;792;0;1026;1124;0;0;976;0;0;889;727;0;966;743;1154;0;921;1095
735;1108;1006;0;0;0;760;0;836;0;1180;737;1053;998;0;0;809;829;911;0;0;0;0;0;1056;1073;809;951;850;971;748;1181;745;0;1160;833;1124;1097;0;1173;894;0;1117;1193;1002;0;758;1080;0;0
945;0;803;0;1002;1065;0;1019;0;975;714;923;0;0;0;0;1061;0;0;1108;0;0;973;766;1170;0;0;966;1006;805;0;935;1185;0;983;824;0;0;723;0;768;0;0;1181;0;0;775;0;828;791
867;0;0;1073;0;0;0;0;1016;1054;0;0;781;1136;0;993;837;0;796;0;0;805;0;1178;0;0;1114;941;896;934;0;0;1079;0;0;0;0;1190;852;0;863;845;1014;905;1123;1103;1118;0;0;0
908;0;0;0;814;0;0;1195;0;0;707;1104;0;0;855;1186;850;766;0;0;902;0;728;0;1114;797;917;1141;878;1129;0;1108;978;1183;862;1114;1010;0;1099;856;909;0;958;0;766;0;1043;0;0;0
0;0;917;0;0;0;869;1188;828;904;781;801;1080;965;0;893;0;0;1005;0;0;1116;934;0;846;1173;0;0;0;905;0;873;0;724;800;0;0;0;1049;0;779;845;826;1063;1069;0;925;0;710;0
1006;0;913;1083;973;931;882;886;0;855;1008;0;0;1122;0;919;816;0;783;859;0;788;961;0;1079;898;976;0;0;912;898;0;1164;0;1185;0;1048;0;848;0;858;0;0;994;0;1034;1014;0;0;0
0;840;0;705;0;0;1032;0;0;729;931;0;880;795;1197;0;0;840;0;1094;0;0;734;0;1071;0;0;0;888;0;0;0;0;0;0;1150;802;0;0;1130;0;1024;0;1059;0;803;862;0;764;0
0;0;0;0;0;0;0;0;1146;878;0;904;850;0;0;0;0;706;0;0;0;0;1099;1090;1055;0;0;1193;0;911;0;968;1135;726;896;952;0;961;799;758;0;0;784;1089;0;0;0;953;1155;0
